ID_PLAYA,NOMBRE_PLAYA,ID_PROVINCIA,NOMBRE_PROVINCIA,ID_MUNICIPIO,NOMBRE_MUNICIPIO,LATITUD,LONGITUD,COMUNIDAD
0301101,Raco de l'Albir,3,Alacant/Alicante,3011,Alfaz del Pi,"38??? 34' 31""","-00??? 03' 52""",Valencia
0301401,Sant Joan / San Juan,3,Alacant/Alicante,3014,Alicante/Alacant,"38??? 22' 48""","-00??? 24' 32""",Valencia
0301408,El Postiguet,3,Alacant/Alicante,3014,Alicante/Alacant,"38??? 20' 46""","-00??? 28' 38""",Valencia
0301410,Saladar,3,Alacant/Alicante,3014,Alicante/Alacant,"38??? 17' 02""","-00??? 31' 08""",Valencia
0301808,La Roda,3,Alacant/Alicante,3018,Altea,"38??? 36' 29""","-00??? 02' 16""",Valencia
0301809,Cap Blanch,3,Alacant/Alicante,3018,Altea,"38??? 35' 36""","-00??? 03' 10""",Valencia
0303102,Llevant / Playa de Levante,3,Alacant/Alicante,3031,Benidorm,"38??? 32' 12""","-00??? 07' 05""",Valencia
0303104,Ponent / Playa de Poniente,3,Alacant/Alicante,3031,Benidorm,"38??? 32' 14""","-00??? 08' 55""",Valencia
0304105,Cala Fustera,3,Alacant/Alicante,3041,Benissa,"38??? 39' 53""","0??? 05' 16""",Valencia
0304704,La Fossa,3,Alacant/Alicante,3047,Calp,"38??? 38' 46""","0??? 04' 24""",Valencia
0304707,Cantal Roig,3,Alacant/Alicante,3047,Calp,"38??? 37' 54""","0??? 00' 16""",Valencia
0304709,Arenal/Bol,3,Alacant/Alicante,3047,Calp,"38??? 36' 35""","-00??? 02' 10""",Valencia
0305013,Carrer la Mar,3,Alacant/Alicante,3050,el Campello,"38??? 25' 30""","-00??? 23' 20""",Valencia
0306301,Les Devesses,3,Alacant/Alicante,3063,Denia,"38??? 52' 15""","-00??? 00' 26""",Valencia
0306308,Les Boves / Les Marines,3,Alacant/Alicante,3063,Denia,"38??? 51' 29""","0??? 04' 33""",Valencia
0306310,Marineta Cassiana,3,Alacant/Alicante,3063,Denia,"38??? 50' 04""","0??? 07' 33""",Valencia
0306502,Arenales del Sol,3,Alacant/Alicante,3065,Elche/Elx,"38??? 14' 28""","-00??? 30' 49""",Valencia
0306505,La Marina / Les Pesqueres - El Rebollo,3,Alacant/Alicante,3065,Elche/Elx,"38??? 08' 19""","-00??? 39' 09""",Valencia
0306901,Finestrat / La Cala,3,Alacant/Alicante,3069,Finestrat,"38??? 31' 33""","-00??? 09' 58""",Valencia
0307605,Centro / La Roqueta,3,Alacant/Alicante,3076,Guardamar del Segura,"38??? 04' 31""","-00??? 38' 50""",Valencia
0308204,El Arenal,3,Alacant/Alicante,3082,Javea/Xabia,"38??? 46' 27""","0??? 11' 27""",Valencia
0308211,La Granadella,3,Alacant/Alicante,3082,Javea/Xabia,"38??? 43' 50""","0??? 11' 52""",Valencia
0309907,Cala Capitan,3,Alacant/Alicante,3099,Orihuela,"37??? 55' 19""","-00??? 43' 18""",Valencia
0309908,Cala Roig,3,Alacant/Alicante,3099,Orihuela,"37??? 54' 12""","-00??? 43' 42""",Valencia
0309911,Campoamor / Barranco Rubio,3,Alacant/Alicante,3099,Orihuela,"37??? 53' 46""","-00??? 45' 06""",Valencia
0312103,Varador - Calas del Este,3,Alacant/Alicante,3121,Santa Pola,"38??? 11' 26""","-00??? 32' 05""",Valencia
0312108,Tamarit,3,Alacant/Alicante,3121,Santa Pola,"38??? 11' 17""","-00??? 35' 49""",Valencia
0312803,L'Ampolla,3,Alacant/Alicante,3128,Teulada,"38??? 41' 18""","0??? 07' 53""",Valencia
0313302,La Mata,3,Alacant/Alicante,3133,Torrevieja,"38??? 01' 34""","-00??? 39' 08""",Valencia
0313909,Paradis,3,Alacant/Alicante,3139,Villajoyosa/la Vila Joiosa,"38??? 29' 54""","-00??? 15' 25""",Valencia
0390208,Port / El Puerto,3,Alacant/Alicante,3902,Pilar de la Horadada,"37??? 49' 15""","-00??? 46' 45""",Valencia
0400308,Poniente,4,Almeria,4003,Adra,"36??? 44' 39""","-03??? 11' 06""",Andalucia
0400309,San Nicolas,4,Almeria,4003,Adra,"36??? 44' 40""","-03??? 04' 01""",Andalucia
0401304,San Miguel/Las Conchas/Zapillo,4,Almeria,4013,Almeria,"36??? 49' 46""","-02??? 27' 10""",Andalucia
0401310,Retamar,4,Almeria,4013,Almeria,"36??? 50' 01""","-02??? 18' 53""",Andalucia
0401313,San Miguel de Cabo de Gata,4,Almeria,4013,Almeria,"36??? 47' 35""","-02??? 15' 21""",Andalucia
0402901,Berja-Balanegra,4,Almeria,4029,Berja,"36??? 44' 51""","-02??? 54' 38""",Andalucia
0403203,El Lancon,4,Almeria,4032,Carboneras,"37??? 00' 41""","-01??? 52' 51""",Andalucia
0403204,Los Barquicos/Los Cocones,4,Almeria,4032,Carboneras,"36??? 59' 47""","-01??? 53' 37""",Andalucia
0403501,Pozo del Esparto,4,Almeria,4035,Cuevas del Almanzora,"37??? 20' 11""","-01??? 41' 23""",Andalucia
0403510,Villaricos,4,Almeria,4035,Cuevas del Almanzora,"37??? 14' 51""","-01??? 46' 19""",Andalucia
0404901,Garrucha,4,Almeria,4049,Garrucha,"37??? 10' 45""","-01??? 49' 13""",Andalucia
0406401,Marina de la Torre,4,Almeria,4064,Mojacar,"37??? 09' 45""","-01??? 49' 21""",Andalucia
0406403,El Descargador,4,Almeria,4064,Mojacar,"37??? 08' 31""","-01??? 49' 34""",Andalucia
0406601,Aguamarga,4,Almeria,4066,Nijar,"36??? 56' 24""","-01??? 56' 01""",Andalucia
0406614,San Jose,4,Almeria,4066,Nijar,"36??? 45' 37""","-02??? 06' 26""",Andalucia
0407506,Mar Serena,4,Almeria,4075,Pulpi,"37??? 21' 30""","-01??? 40' 11""",Andalucia
0407904,La Romanilla,4,Almeria,4079,Roquetas de Mar,"36??? 46' 14""","-02??? 36' 05""",Andalucia
0407906,Urbanizacion Roquetas del Mar,4,Almeria,4079,Roquetas de Mar,"36??? 44' 25""","-02??? 36' 39""",Andalucia
0410002,Puerto del Rey,4,Almeria,4100,Vera,"37??? 12' 10""","-01??? 48' 34""",Andalucia
0490201,Balerma,4,Almeria,4902,El Ejido,"36??? 43' 20""","-02??? 52' 39""",Andalucia
0490204,San Miguel-Poniente Almerimar,4,Almeria,4902,El Ejido,"36??? 42' 27""","-02??? 48' 53""",Andalucia
0490205,Levante Almerimar,4,Almeria,4902,El Ejido,"36??? 41' 23""","-02??? 46' 41""",Andalucia
0700201,Son Bou,7,Islas Baleares,7002,Alaior,"39??? 54' 10""","4??? 04' 00""",Baleares
0700307,Alcudia,7,Islas Baleares,7003,Alcudia,"39??? 49' 50""","3??? 07' 13""",Baleares
0700506,Sant Elm,7,Islas Baleares,7005,Andratx,"39??? 34' 45""","2??? 21' 18""",Baleares
0700513,Camp de Mar,7,Islas Baleares,7005,Andratx,"39??? 32' 19""","2??? 25' 26""",Baleares
0701102,Palmira,7,Islas Baleares,7011,Calvia,"39??? 32' 08""","2??? 27' 31""",Baleares
0701103,Cala Santa Ponsa,7,Islas Baleares,7011,Calvia,"39??? 31' 03""","2??? 28' 53""",Baleares
0701105,Magalluf,7,Islas Baleares,7011,Calvia,"39??? 30' 31""","2??? 32' 14""",Baleares
0701303,Es Trenc,7,Islas Baleares,7013,Campos,"39??? 20' 49""","2??? 59' 03""",Baleares
0701401,Cala Mesquida,7,Islas Baleares,7014,Capdepera,"39??? 44' 45""","3??? 26' 06""",Baleares
0701403,Cala Agulla,7,Islas Baleares,7014,Capdepera,"39??? 43' 25""","3??? 27' 14""",Baleares
0701406,Sa Font de Sa Cala,7,Islas Baleares,7014,Capdepera,"39??? 40' 00""","3??? 27' 12""",Baleares
0701506,Cala Santandria,7,Islas Baleares,7015,Ciutadella de Menorca,"39??? 58' 46""","3??? 50' 25""",Baleares
0701507,Cala Blanca,7,Islas Baleares,7015,Ciutadella de Menorca,"39??? 58' 07""","3??? 50' 11""",Baleares
0701509,Son Xoriguer,7,Islas Baleares,7015,Ciutadella de Menorca,"39??? 55' 37""","3??? 50' 35""",Baleares
0701906,Sa Calobra,7,Islas Baleares,7019,Escorca,"39??? 51' 08""","2??? 48' 03""",Baleares
0702201,Cala Marcal,7,Islas Baleares,7022,Felanitx,"39??? 24' 39""","3??? 15' 34""",Baleares
0702302,Cala Galdana,7,Islas Baleares,7023,Ferreries,"39??? 56' 19""","3??? 57' 42""",Baleares
0702402,Playa de Llevant,7,Islas Baleares,7024,Formentera,"38??? 44' 56""","1??? 26' 24""",Baleares
0702413,Playa de Migjorn,7,Islas Baleares,7024,Formentera,"38??? 41' 07""","1??? 28' 07""",Baleares
0702414,Cala Saona,7,Islas Baleares,7024,Formentera,"38??? 41' 40""","1??? 23' 23""",Baleares
0702601,Talamanca,7,Islas Baleares,7026,Eivissa,"38??? 55' 06""","1??? 27' 22""",Baleares
0702603,Ses Figueretes,7,Islas Baleares,7026,Eivissa,"38??? 54' 19""","1??? 25' 23""",Baleares
0703209,Es Grau,7,Islas Baleares,7032,Mahon,"39??? 57' 04""","4??? 15' 06""",Baleares
0703211,Cala Mesquida,7,Islas Baleares,7032,Mahon,"39??? 55' 03""","4??? 17' 12""",Baleares
0703301,S'Illot / Cala Moreira,7,Islas Baleares,7033,Manacor,"39??? 34' 01""","3??? 22' 27""",Baleares
0703307,Cala Estany,7,Islas Baleares,7033,Manacor,"39??? 31' 04""","3??? 18' 42""",Baleares
0703316,Es Domingos Gran,7,Islas Baleares,7033,Manacor,"39??? 27' 34""","3??? 16' 46""",Baleares
0703706,Tirant,7,Islas Baleares,7037,Es Mercadal,"40??? 02' 06""","4??? 06' 05""",Baleares
0703710,Arenal d'en Castell,7,Islas Baleares,7037,Es Mercadal,"40??? 01' 04""","4??? 11' 05""",Baleares
0703901,Muro,7,Islas Baleares,7039,Muro,"39??? 47' 23""","3??? 07' 50""",Baleares
0704001,Cala Major,7,Islas Baleares,7040,Palma,"39??? 33' 12""","2??? 36' 27""",Baleares
0704007,Playa de Palma,7,Islas Baleares,7040,Palma,"39??? 31' 25""","2??? 44' 17""",Baleares
0704202,Cala Barques,7,Islas Baleares,7042,Pollensa,"39??? 55' 22""","3??? 03' 25""",Baleares
0704208,Cala Formentor,7,Islas Baleares,7042,Pollensa,"39??? 55' 45""","3??? 08' 15""",Baleares
0704210,Pollensa / Llenaire,7,Islas Baleares,7042,Pollensa,"39??? 53' 23""","3??? 04' 46""",Baleares
0704605,Cala Gracio,7,Islas Baleares,7046,Sant Antoni de Portmany,"38??? 59' 36""","1??? 17' 28""",Baleares
0704608,San Antonio ,7,Islas Baleares,7046,Sant Antoni de Portmany,"38??? 58' 44""","1??? 18' 31""",Baleares
0704806,Cala Bassa,7,Islas Baleares,7048,Sant Josep de sa Talaia,"38??? 58' 09""","1??? 14' 27""",Baleares
0704817,Cala Vedella,7,Islas Baleares,7048,Sant Josep de sa Talaia,"38??? 54' 53""","1??? 13' 31""",Baleares
0704821,Cala d'Hort,7,Islas Baleares,7048,Sant Josep de sa Talaia,"38??? 53' 30""","1??? 13' 30""",Baleares
0704834,Ses Salines / Mitjon,7,Islas Baleares,7048,Sant Josep de sa Talaia,"38??? 50' 34""","1??? 23' 29""",Baleares
0704836,En Bossa,7,Islas Baleares,7048,Sant Josep de sa Talaia,"38??? 53' 15""","1??? 26' 17""",Baleares
0705005,Port Sant Miquel,7,Islas Baleares,7050,Sant Joan de Labritja,"39??? 04' 54""","1??? 26' 29""",Baleares
0705016,Portinatx,7,Islas Baleares,7050,Sant Joan de Labritja,"39??? 06' 55""","1??? 31' 17""",Baleares
0705019,Cala San Vicente,7,Islas Baleares,7050,Sant Joan de Labritja,"39??? 04' 37""","1??? 35' 37""",Baleares
0705101,Cala Millor,7,Islas Baleares,7051,Sant Llorenc des Cardassar,"39??? 35' 47""","3??? 23' 09""",Baleares
0705104,Sa Coma,7,Islas Baleares,7051,Sant Llorenc des Cardassar,"39??? 34' 31""","3??? 22' 41""",Baleares
0705202,Punta Prima,7,Islas Baleares,7052,Sant Llu???s,"39??? 48' 53""","4??? 16' 54""",Baleares
0705416,Santa Eul???ria,7,Islas Baleares,7054,Santa Eul???ria des Riu,"38??? 58' 58""","1??? 32' 33""",Baleares
0705418,Cala Llonga,7,Islas Baleares,7054,Santa Eul???ria des Riu,"38??? 57' 13""","1??? 31' 16""",Baleares
0705501,C'An Picafort,7,Islas Baleares,7055,Santa Margalida,"39??? 46' 14""","3??? 09' 06""",Baleares
0705706,Cala Mondrag???,7,Islas Baleares,7057,Santany???,"39??? 21' 03""","3??? 11' 09""",Baleares
0705707,Cala Santany???,7,Islas Baleares,7057,Santany???,"39??? 19' 53""","3??? 08' 52""",Baleares
0705904,Colonia de Sant Jordi / Ees Dol???,7,Islas Baleares,7059,Ses Salines,"39??? 19' 03""","3??? 00' 18""",Baleares
0706101,Puerto de S???ller,7,Islas Baleares,7061,S???ller,"39??? 47' 37""","2??? 41' 49""",Baleares
0706202,Es Ribell,7,Islas Baleares,7062,Son Servera,"39??? 38' 12""","3??? 24' 17""",Baleares
0790202,Sant Tomas,7,Islas Baleares,7902,Es Migjorn Gran,"39??? 54' 54""","4??? 02' 32""",Baleares
0800601,D'Arenys,8,Barcelona,8006,Arenys de Mar,"41??? 34' 46""","2??? 33' 12""",Catalunya
0801502,Del Centre,8,Barcelona,8015,Badalona,"41??? 27' 03""","2??? 15' 18""",Catalunya
0801903,Del Bogatell,8,Barcelona,8019,Barcelona,"41??? 23' 48""","2??? 12' 19""",Catalunya
0801905,La Barceloneta,8,Barcelona,8019,Barcelona,"41??? 23' 08""","2??? 12' 02""",Catalunya
0802901,Cabrera,8,Barcelona,8029,Cabrera de Mar,"41??? 30' 30""","2??? 24' 14""",Catalunya
0803201,La Riera - Els Tres Micos,8,Barcelona,8032,Caldes d'Estrac,"41??? 34' 01""","2??? 31' 22""",Catalunya
0803501,Gran - Garb???,8,Barcelona,8035,Calella,"41??? 36' 53""","2??? 39' 52""",Catalunya
0804001,Canet,8,Barcelona,8040,Canet de Mar,"41??? 35' 18""","2??? 35' 08""",Catalunya
0805601,Castelldefels,8,Barcelona,8056,Castelldefels,"41??? 15' 59""","1??? 58' 50""",Catalunya
0807401,Llarga,8,Barcelona,8074,Cubelles,"41??? 12' 12""","1??? 41' 05""",Catalunya
0808901,Gav???,8,Barcelona,8089,Gav???,"41??? 16' 03""","2??? 00' 47""",Catalunya
0811002,Malgrat,8,Barcelona,8110,Malgrat de Mar,"41??? 38' 45""","2??? 45' 05""",Catalunya
0811801,Ocata,8,Barcelona,8118,El Masnou,"41??? 29' 02""","2??? 20' 17""",Catalunya
0812103,Varador,8,Barcelona,8121,Matar???,"41??? 32' 13""","2??? 27' 02""",Catalunya
0812602,Montgat,8,Barcelona,8126,Montgat,"41??? 28' 06""","2??? 17' 04""",Catalunya
0816301,Pineda de Mar,8,Barcelona,8163,Pineda de Mar,"41??? 37' 24""","2??? 41' 41""",Catalunya
0817203,Pla de l'Os,8,Barcelona,8172,Premi??? de Mar,"41??? 29' 14""","2??? 21' 02""",Catalunya
0819703,Sant Andreu de Llavaneres,8,Barcelona,8197,Sant Andreu de Llavaneres,"41??? 33' 26""","2??? 30' 01""",Catalunya
0823504,Sant Pol,8,Barcelona,8235,Sant Pol de Mar,"41??? 36' 18""","2??? 37' 55""",Catalunya
0826101,Santa Susanna,8,Barcelona,8261,Santa Susanna,"41??? 37' 46""","2??? 42' 39""",Catalunya
0826401,Sant Vicen??? de Montalt,8,Barcelona,8264,Sant Vicen??? de Montalt,"41??? 33' 48""","2??? 30' 54""",Catalunya
0827009,L'Estanyol,8,Barcelona,8270,Sitges,"41??? 13' 59""","1??? 48' 05""",Catalunya
0830702,Ribes Roges,8,Barcelona,8307,Vilanova i la Geltr???,"41??? 12' 51""","1??? 43' 29""",Catalunya
1100401,El Rinconcillo,11,Cadiz,11004,Algeciras,"36??? 09' 59""","-05??? 26' 13""",Andalucia
1100402,Getares / San Garc???a,11,Cadiz,11004,Algeciras,"36??? 05' 41""","-05??? 26' 39""",Andalucia
1100702,Canos de Meca,11,Cadiz,11007,Barbate,"36??? 11' 16""","-06??? 01' 36""",Andalucia
1100703,El Carmen,11,Cadiz,11007,Barbate,"36??? 11' 17""","-05??? 55' 07""",Andalucia
1100706,Zahara de los Atunes,11,Cadiz,11007,Barbate,"36??? 07' 53""","-05??? 50' 34""",Andalucia
1100801,Palmones,11,Cadiz,11008,Los Barrios,"36??? 10' 35""","-05??? 25' 37""",Andalucia
1101201,La Caleta,11,Cadiz,11012,Cadiz,"36??? 31' 50""","-06??? 18' 19""",Andalucia
1101203,La Victoria,11,Cadiz,11012,Cadiz,"36??? 30' 01""","-06??? 16' 26""",Andalucia
1101401,Roche,11,Cadiz,11014,Conil de la Frontera,"36??? 19' 07""","-06??? 09' 20""",Andalucia
1101406,La Fontanilla,11,Cadiz,11014,Conil de la Frontera,"36??? 16' 42""","-06??? 05' 45""",Andalucia
1101503,La Barrosa,11,Cadiz,11015,Chiclana de la Frontera,"36??? 21' 56""","-06??? 10' 43""",Andalucia
1101602,Cruz del Mar,11,Cadiz,11016,Chipiona,"36??? 44' 38""","-06??? 26' 03""",Andalucia
1101604,Regla,11,Cadiz,11016,Chipiona,"36??? 43' 57""","-06??? 26' 19""",Andalucia
1102205,Levante - La Atunara,11,Cadiz,11022,La Linea de la Concepcion,"36??? 10' 23""","-05??? 20' 10""",Andalucia
1102207,Poniente,11,Cadiz,11022,La Linea de la Concepcion,"36??? 09' 44""","-05??? 21' 26""",Andalucia
1102701,Fuentebrav???a - Santa Catalina,11,Cadiz,11027,El Puerto de Santa Maria,"36??? 36' 04""","-06??? 16' 32""",Andalucia
1102704,La Puntilla,11,Cadiz,11027,El Puerto de Santa Maria,"36??? 35' 14""","-06??? 14' 20""",Andalucia
1102705,Valdelagrana,11,Cadiz,11027,El Puerto de Santa Maria,"36??? 34' 23""","-06??? 13' 24""",Andalucia
1103001,La Ballena,11,Cadiz,11030,Rota,"36??? 41' 18""","-06??? 24' 59""",Andalucia
1103003,Punta Candor,11,Cadiz,11030,Rota,"36??? 38' 59""","-06??? 23' 35""",Andalucia
1103005,La Costilla,11,Cadiz,11030,Rota,"36??? 37' 07""","-06??? 21' 43""",Andalucia
1103006,El Rompidillo - El Chorrillo,11,Cadiz,11030,Rota,"36??? 37' 30""","-06??? 20' 55""",Andalucia
1103101,Camposoto - El Castillo,11,Cadiz,11031,San Fernando,"36??? 24' 22""","-06??? 13' 06""",Andalucia
1103203,La Calzada - Piletas,11,Cadiz,11032,Sanlucar de Barrameda,"36??? 46' 54""","-06??? 21' 50""",Andalucia
1103302,Torreguadiaro,11,Cadiz,11033,San Roque,"36??? 17' 50""","-05??? 16' 13""",Andalucia
1103504,Bolonia,11,Cadiz,11035,Tarifa,"36??? 05' 07""","-05??? 46' 01""",Andalucia
1103506,Los Lances,11,Cadiz,11035,Tarifa,"36??? 02' 07""","-05??? 37' 29""",Andalucia
1103901,El Palmar,11,Cadiz,11039,Vejer de la Frontera,"36??? 13' 11""","-06??? 03' 44""",Andalucia
1200402,Las Fuentes,12,Castellon,12004,Alcal??? de Xivert,"40??? 15' 14""","0??? 17' 16""",Valencia
1200403,El Carregador,12,Castellon,12004,Alcal??? de Xivert,"40??? 14' 28""","0??? 16' 33""",Valencia
1200902,La Torre,12,Castellon,12009,Almassora,"39??? 55' 26""","-00??? 00' 08""",Valencia
1201101,Casa Blanca,12,Castellon,12011,Almenara,"39??? 41' 40""","-00??? 11' 58""",Valencia
1202702,El Morrongo,12,Castellon,12027,Benicarlo,"40??? 24' 48""","0??? 25' 56""",Valencia
1202802,L'Almadrava,12,Castellon,12028,Benicasim,"40??? 03' 12""","0??? 04' 38""",Valencia
1202805,Heliopolis,12,Castellon,12028,Benicasim,"40??? 01' 44""","0??? 02' 44""",Valencia
1203201,El Arenal,12,Castellon,12032,Borriana/Burriana,"39??? 52' 03""","-00??? 03' 46""",Valencia
1204003,El Pinar,12,Castellon,12040,Castellon de la Plana,"39??? 59' 17""","-00??? 01' 37""",Valencia
1205301,Las Casas / Les Cases,12,Castellon,12053,Chilches/Xilxes,"39??? 46' 05""","-00??? 09' 54""",Valencia
1207703,Masbo,12,Castellon,12077,Moncofa,"39??? 48' 02""","-00??? 07' 46""",Valencia
1208201,Nules,12,Castellon,12082,Nules,"39??? 49' 33""","-00??? 06' 35""",Valencia
1208502,Morro de Gos,12,Castellon,12085,Oropesa del Mar/Orpesa,"40??? 05' 35""","0??? 08' 49""",Valencia
1208503,La Concha,12,Castellon,12085,Oropesa del Mar/Orpesa,"40??? 05' 83""","0??? 08' 20""",Valencia
1208901,Playa Norte,12,Castellon,12089,Peniscola,"40??? 21' 43""","0??? 24' 11""",Valencia
1211701,Norte de Torreblanca,12,Castellon,12117,Torreblanca,"40??? 11' 42""","0??? 13' 29""",Valencia
1213810,Forti,12,Castellon,12138,Torrechiva,"40??? 28' 12""","0??? 28' 43""",Valencia
1500401,Ares,15,A Coruna,15004,Ares,"43??? 25' 38""","-08??? 14' 30""",Galicia
1500403,Seselle,15,A Coruna,15004,Ares,"43??? 25' 43""","-08??? 13' 30""",Galicia
1500501,Barranan,15,A Coruna,15005,Arteixo,"43??? 18' 42""","-08??? 32' 59""",Galicia
1500801,Gandario,15,A Coruna,15008,Bergondo,"43??? 20' 36""","-08??? 14' 13""",Galicia
1501101,Barra???a,15,A Coruna,15011,Boiro,"42??? 38' 22""","-08??? 53' 02""",Galicia
1501103,Ma??????ns,15,A Coruna,15011,Boiro,"42??? 36' 43""","-08??? 52' 20""",Galicia
1501501,Magdalena,15,A Coruna,15015,Cabanas,"43??? 25' 09""","-08??? 10' 11""",Galicia
1501602,Arou,15,A Coruna,15016,Camarinas,"43??? 11' 05""","-09??? 06' 22""",Galicia
1501902,Razo-Baldaio,15,A Coruna,15019,Carballo,"43??? 17' 54""","-08??? 40' 33""",Galicia
1502001,Carnota,15,A Coruna,15020,Carnota,"42??? 49' 27""","-09??? 06' 14""",Galicia
1502202,Magdalena,15,A Coruna,15022,Cedeira,"43??? 39' 14""","-08??? 02' 59""",Galicia
1502301,Estorde,15,A Coruna,15023,Cee,"42??? 56' 40""","-09??? 13' 01""",Galicia
1502802,Quenxe,15,A Coruna,15028,Corcubion,"42??? 56' 23""","-09??? 11' 23""",Galicia
1503005,Riazor-Orzan,15,A Coruna,15030,A Coruna,"43??? 22' 14""","-08??? 24' 21""",Galicia
