ID_PLAYA,NOMBRE_PLAYA,ID_PROVINCIA,NOMBRE_PROVINCIA,ID_MUNICIPIO,NOMBRE_MUNICIPIO,LATITUD,LONGITUD,COMUNIDAD
3501201,Taurito,35,Las Palmas,35012,Mog???n,"27??? 48' 54""","-15??? 45' 12""",Canarias
3501202,Amadores,35,Las Palmas,35012,Mog???n,"27??? 47' 25""","-15??? 43' 28""",Canarias
3501301,Charco de San Lorenzo,35,Las Palmas,35013,Moya,"28??? 08' 37""","-15??? 34' 33""",Canarias
3501401,Marfol???n,35,Las Palmas,35014,La Oliva,"28??? 41' 30""","-14??? 00' 44""",Canarias
3501402,Corralejo,35,Las Palmas,35014,La Oliva,"28??? 44' 10""","-13??? 52' 04""",Canarias
3501403,Grandes Playas-El Caser???n,35,Las Palmas,35014,La Oliva,"28??? 42' 36""","-13??? 50' 21""",Canarias
3501501,Aju???,35,Las Palmas,35015,Pajara,"28??? 23' 50""","-14??? 09' 19""",Canarias
3501502,La Pared,35,Las Palmas,35015,Pajara,"28??? 13' 05""","-14??? 13' 13""",Canarias
3501503,El Cofete,35,Las Palmas,35015,Pajara,"28??? 06' 29""","-14??? 23' 47""",Canarias
3501504,El Puertito,35,Las Palmas,35015,Pajara,"28??? 04' 20""","-14??? 30' 07""",Canarias
3501505,Morro Jable,35,Las Palmas,35015,Pajara,"28??? 02' 55""","-14??? 20' 43""",Canarias
3501506,Butihondo y El Matorral,35,Las Palmas,35015,Pajara,"28??? 03' 52""","-14??? 18' 47""",Canarias
3501507,Costa Calma y Sotavento de Jand???a,35,Las Palmas,35015,Pajara,"28??? 09' 38""","-14??? 13' 34""",Canarias
3501601,Las Canteras,35,Las Palmas,35016,Las Palmas de Gran Canaria,"28??? 08' 25""","-15??? 26' 09""",Canarias
3501701,El Puertito,35,Las Palmas,35017,Puerto del Rosario,"28??? 32' 35""","-14??? 03' 48""",Canarias
3501702,Blanca,35,Las Palmas,35017,Puerto del Rosario,"28??? 28' 35""","-13??? 52' 02""",Canarias
3501801,Honda,35,Las Palmas,35018,San Bartolome,"28??? 56' 59""","-13??? 35' 31""",Canarias
3501901,Maspalomas,35,Las Palmas,35019,San Bartolome de Tirajana,"27??? 44' 16""","-15??? 34' 59""",Canarias
3501902,El Ingles,35,Las Palmas,35019,San Bartolome de Tirajana,"27??? 44' 52""","-15??? 33' 42""",Canarias
3501903,San Agustin,35,Las Palmas,35019,San Bartolome de Tirajana,"27??? 46' 13""","-15??? 32' 22""",Canarias
3502001,Puerto La Aldea y La Aldea,35,Las Palmas,35020,La Aldea de San Nicolas,"28??? 00' 23""","-15??? 49' 02""",Canarias
3502002,Tasarte,35,Las Palmas,35020,La Aldea de San Nicolas,"27??? 52' 16""","-15??? 48' 20""",Canarias
3502201,Pozo Izquierdo,35,Las Palmas,35022,Santa Lucia de Tirajana,"27??? 49' 21""","-15??? 25' 26""",Canarias
3502301,San Felipe,35,Las Palmas,35023,Santa Maria de Guia de Gran Canaria,"28??? 08' 45""","-15??? 35' 32""",Canarias
3502425,Las Cucharas,35,Las Palmas,35024,Teguise,"28??? 59' 52""","-13??? 29' 19""",Canarias
3502601,Melenara,35,Las Palmas,35026,Telde,"27??? 59' 15""","-15??? 22' 33""",Canarias
3502808,Los Pocillos,35,Las Palmas,35028,T??as,"28??? 55' 36""","-13??? 38' 09""",Canarias
3502809,Matagorda,35,Las Palmas,35028,T??as,"28??? 56' 55""","-13??? 35' 52""",Canarias
3502811,Guacimeta,35,Las Palmas,35028,T??as,"28??? 56' 21""","-13??? 36' 28""",Canarias
3502904,Rua de la Santa,35,Las Palmas,35029,Tinajo,"29??? 07' 01""","-13??? 39' 13""",Canarias
3503001,Gran Tarajal,35,Las Palmas,35030,Tuineje,"28??? 12' 43""","-14??? 01' 10""",Canarias
3503410,Playa Blanca,35,Las Palmas,35034,Yaiza,"28??? 51' 46""","-13??? 49' 47""",Canarias
3600303,Ladeira,36,Pontevedra,36003,Baiona,"42??? 06' 55""","-08??? 49' 31""",Galicia
3600402,Area de Bon,36,Pontevedra,36004,Bueu,"42??? 18' 56""","-08??? 49' 04""",Galicia
3600408,Mourisca,36,Pontevedra,36004,Bueu,"42??? 20' 19""","-08??? 49' 15""",Galicia
3600411,Portomaior-Agrelo,36,Pontevedra,36004,Bueu,"42??? 20' 15""","-08??? 45' 51""",Galicia
3600419,Melide,36,Pontevedra,36004,Bueu,"42??? 23' 27""","-08??? 55' 25""",Galicia
3600802,Barra-Nerga,36,Pontevedra,36008,Cangas,"42??? 15' 40""","-08??? 50' 35""",Galicia
3600803,Rodeira,36,Pontevedra,36008,Cangas,"42??? 15' 46""","-08??? 46' 09""",Galicia
3600805,Area Brava,36,Pontevedra,36008,Cangas,"42??? 17' 34""","-08??? 50' 32""",Galicia
3600806,Area Grande,36,Pontevedra,36008,Cangas,"42??? 16' 36""","-08??? 49' 09""",Galicia
3600807,Limens,36,Pontevedra,36008,Cangas,"42??? 15' 38""","-08??? 48' 37""",Galicia
3600808,Vilarino-Arnelas,36,Pontevedra,36008,Cangas,"42??? 16' 43""","-08??? 49' 40""",Galicia
3602201,A Lanzada,36,Pontevedra,36022,O Grove,"42??? 26' 53""","-08??? 52' 28""",Galicia
3602202,Area da Cruz,36,Pontevedra,36022,O Grove,"42??? 27' 49""","-08??? 54' 37""",Galicia
3602208,Area Grande,36,Pontevedra,36022,O Grove,"42??? 28' 42""","-08??? 55' 09""",Galicia
3602209,Mexilloeira,36,Pontevedra,36022,O Grove,"42??? 28' 38""","-08??? 54' 20""",Galicia
3602305,Camposancos,36,Pontevedra,36023,A Guarda,"41??? 52' 24""","-08??? 52' 09""",Galicia
3602601,Aguete,36,Pontevedra,36026,Marin,"42??? 22' 35""","-08??? 43' 45""",Galicia
3602603,Mogor,36,Pontevedra,36026,Marin,"42??? 23' 11""","-08??? 43' 09""",Galicia
3602606,Lapaman,36,Pontevedra,36026,Marin,"42??? 20' 40""","-08??? 45' 05""",Galicia
3602902,Tiran,36,Pontevedra,36029,Moana,"42??? 16' 08""","-08??? 45' 00""",Galicia
3602903,Xunqueira,36,Pontevedra,36029,Moana,"42??? 17' 15""","-08??? 43' 33""",Galicia
3603501,Panxon-America,36,Pontevedra,36035,Nigran,"42??? 08' 12""","-08??? 48' 59""",Galicia
3603504,Patos,36,Pontevedra,36035,Nigran,"42??? 09' 27""","-08??? 49' 17""",Galicia
3604103,Chancelas,36,Pontevedra,36041,Poio,"42??? 25' 24""","-08??? 42' 59""",Galicia
3604501,Cesantes,36,Pontevedra,36045,Redondela,"42??? 18' 16""","-08??? 36' 50""",Galicia
3605102,Areas,36,Pontevedra,36051,Sanxenxo,"42??? 23' 42""","-08??? 46' 40""",Galicia
3605103,Portonovo-Baltar,36,Pontevedra,36051,Sanxenxo,"42??? 23' 57""","-08??? 49' 16""",Galicia
3605105,Canelas,36,Pontevedra,36051,Sanxenxo,"42??? 23' 24""","-08??? 49' 49""",Galicia
3605110,Maxor,36,Pontevedra,36051,Sanxenxo,"42??? 24' 50""","-08??? 52' 00""",Galicia
3605111,Montalvo,36,Pontevedra,36051,Sanxenxo,"42??? 23' 52""","-08??? 50' 51""",Galicia
3605117,Silgar,36,Pontevedra,36051,Sanxenxo,"42??? 24' 07""","-08??? 48' 36""",Galicia
3605701,A Fonte,36,Pontevedra,36057,Vigo,"42??? 13' 05""","-08??? 46' 30""",Galicia
3605702,Bao,36,Pontevedra,36057,Vigo,"42??? 12' 00""","-08??? 47' 23""",Galicia
3605703,Rodas,36,Pontevedra,36057,Vigo,"42??? 13' 25""","-08??? 54' 01""",Galicia
3605706,Samil,36,Pontevedra,36057,Vigo,"42??? 12' 44""","-08??? 46' 27""",Galicia
3605711,Canido,36,Pontevedra,36057,Vigo,"42??? 11' 49""","-08??? 47' 41""",Galicia
3606001,Compostela,36,Pontevedra,36060,Vilagarcia de Arousa,"42??? 36' 32""","-08??? 46' 03""",Galicia
3606102,As Sinas,36,Pontevedra,36061,Vilanova de Arousa,"42??? 34' 42""","-08??? 49' 03""",Galicia
3606103,O Terron,36,Pontevedra,36061,Vilanova de Arousa,"42??? 33' 30""","-08??? 49' 59""",Galicia
3690102,Camaxe,36,Pontevedra,36901,A Illa de Arousa,"42??? 32' 46""","-08??? 51' 42""",Galicia
3800112,Fanabe,38,Santa Cruz de Tenerife,38001,Adeje,"28??? 05' 05""","-16??? 44' 13""",Tenerife
3800116,Las Americas,38,Santa Cruz de Tenerife,38001,Adeje,"28??? 04' 08""","-16??? 43' 59""",Tenerife
3800301,Santiago,38,Santa Cruz de Tenerife,38003,Alajero,"28??? 01' 40""","-17??? 11' 53""",Tenerife
3800302,Nogales,38,Santa Cruz de Tenerife,38003,Alajero,"28??? 45' 36""","-17??? 44' 27""",Tenerife
3800504,Poris,38,Santa Cruz de Tenerife,38005,Arico,"28??? 09' 52""","-16??? 25' 53""",Tenerife
3800603,Las Vistas,38,Santa Cruz de Tenerife,38006,Arona,"28??? 03' 02""","-16??? 43' 19""",Tenerife
3800801,Bajamar,38,Santa Cruz de Tenerife,38008,Bre??a Alta,"28??? 40' 12""","-17??? 46' 32""",Tenerife
3800901,Los Cancajos,38,Santa Cruz de Tenerife,38009,Bre??a Baja,"28??? 39' 10""","-17??? 45' 37""",Tenerife
3801005,La Ballenita,38,Santa Cruz de Tenerife,38010,Buenavista del Norte,"28??? 20' 34""","-16??? 55' 12""",Tenerife
3801103,La Hornilla - Los Guanches,38,Santa Cruz de Tenerife,38011,Candelaria,"28??? 21' 14""","-16??? 22' 10""",Tenerife
3801311,La Restinga,38,Santa Cruz de Tenerife,38013,Frontera,"27??? 38' 27""","-17??? 58' 48""",Tenerife
3801404,El Faro,38,Santa Cruz de Tenerife,38014,Fuencaliente de la Palma,"28??? 27' 21""","-17??? 50' 09""",Tenerife
3801503,Caleton De Garachico,38,Santa Cruz de Tenerife,38015,Garachico,"28??? 22' 16""","-16??? 46' 09""",Tenerife
3801705,El Medano,38,Santa Cruz de Tenerife,38017,Granadilla de Abona,"28??? 02' 29""","-16??? 32' 31""",Tenerife
3801801,Santo Domingo,38,Santa Cruz de Tenerife,38018,La Guancha,"28??? 23' 32""","-16??? 40' 43""",Tenerife
3801905,San Juan,38,Santa Cruz de Tenerife,38019,Guia de Isora,"28??? 10' 48""","-16??? 48' 47""",Tenerife
3802002,El Puertito,38,Santa Cruz de Tenerife,38020,Guimar,"28??? 17' 28""","-16??? 22' 40""",Tenerife
3802101,Hermigua,38,Santa Cruz de Tenerife,38021,Hermigua,"28??? 10' 43""","-17??? 10' 48""",Tenerife
3802201,San Marcos,38,Santa Cruz de Tenerife,38022,Icod de los Vinos,"28??? 22' 35""","-16??? 43' 37""",Tenerife
3802302,San Juan/Castillo,38,Santa Cruz de Tenerife,38023,San Cristobal de La Laguna,"28??? 33' 24""","-16??? 20' 30""",Tenerife
3802305,El Arenisco,38,Santa Cruz de Tenerife,38023,San Cristobal de La Laguna,"28??? 33' 58""","-16??? 19' 56""",Tenerife
3802403,Puerto Naos,38,Santa Cruz de Tenerife,38024,Los Llanos de Aridane,"28??? 35' 04""","-17??? 54' 36""",Tenerife
3802501,El Caleton,38,Santa Cruz de Tenerife,38025,La Matanza de Acentejo,"28??? 27' 30""","-16??? 27' 41""",Tenerife
3802601,El Bollullo,38,Santa Cruz de Tenerife,38026,La Orotava,"28??? 25' 04""","-16??? 31' 13""",Tenerife
3802801,Jardin,38,Santa Cruz de Tenerife,38028,Puerto de la Cruz,"28??? 24' 56""","-16??? 33' 31""",Tenerife
3802804,Martinez,38,Santa Cruz de Tenerife,38028,Puerto de la Cruz,"28??? 25' 05""","-16??? 32' 29""",Tenerife
3803101,El Socorro,38,Santa Cruz de Tenerife,38031,Los Realejos,"28??? 23' 39""","-16??? 36' 24""",Tenerife
3803302,Charco Azul,38,Santa Cruz de Tenerife,38033,San Andres y Sauces,"28??? 48' 33""","-17??? 45' 46""",Tenerife
3803401,Las Aguas,38,Santa Cruz de Tenerife,38034,San Juan de la Rambla,"28??? 23' 43""","-16??? 38' 22""",Tenerife
3803605,San Sebastian,38,Santa Cruz de Tenerife,38036,San Sebastian de la Gomera,"28??? 05' 29""","-17??? 06' 47""",Tenerife
3803801,La Nea,38,Santa Cruz de Tenerife,38032,El Rosario,"28??? 24' 14""","-16??? 19' 06""",Tenerife
3803806,Las Teresitas,38,Santa Cruz de Tenerife,38038,Santa Cruz de Tenerife,"28??? 30' 31""","-16??? 11' 11""",Tenerife
3804004,La Arena,38,Santa Cruz de Tenerife,38040,Santiago del Teide,"28??? 13' 47""","-16??? 50' 28""",Tenerife
3804101,La Garanona,38,Santa Cruz de Tenerife,38041,El Sauzal,"28??? 29' 18""","-16??? 25' 58""",Tenerife
3804203,El Gomero,38,Santa Cruz de Tenerife,38042,Los Silos,"28??? 22' 37""","-16??? 48' 07""",Tenerife
3804302,La Arena/Mesa del Mar,38,Santa Cruz de Tenerife,38043,Tacoronte,"28??? 30' 55""","-16??? 25' 27""",Tenerife
3804502,Puerto de Tazacorte,38,Santa Cruz de Tenerife,38045,Tazacorte,"28??? 38' 51""","-17??? 56' 41""",Tenerife
3804803,El Tamaduste,38,Santa Cruz de Tenerife,38048,Valverde,"27??? 49' 26""","-17??? 53' 44""",Tenerife
3804902,Valle Gran Rey,38,Santa Cruz de Tenerife,38049,Valle Gran Rey,"28??? 05' 08""","-17??? 20' 24""",Tenerife
3805004,Vallehermoso,38,Santa Cruz de Tenerife,38050,Vallehermoso,"28??? 12' 11""","-17??? 15' 08""",Tenerife
3900101,Luana-Cobreces,39,Cantabria,39001,Alfoz de Lloredo,"43??? 23' 44""","-04??? 13' 10""",Cantabria
3900602,La Arena,39,Cantabria,39006,Arnuero,"43??? 30' 15""","-03??? 34' 32""",Cantabria
3901102,Cuberris,39,Cantabria,39011,Bareyo,"43??? 29' 53""","-03??? 36' 49""",Cantabria
3902002,Orinon,39,Cantabria,39020,Castro-Urdiales,"43??? 24' 09""","-03??? 19' 23""",Cantabria
3902004,Ostende,39,Cantabria,39020,Castro-Urdiales,"43??? 23' 16""","-03??? 13' 27""",Cantabria
3902401,Comillas,39,Cantabria,39024,Comillas,"43??? 23' 27""","-04??? 17' 10""",Cantabria
3903502,La Salve,39,Cantabria,39035,Laredo,"43??? 25' 10""","-03??? 26' 12""",Cantabria
3904401,Cuchia-Marzan,39,Cantabria,39044,Miengo,"43??? 26' 13""","-04??? 01' 47""",Cantabria
3904405,Mogro-Usil,39,Cantabria,39044,Miengo,"43??? 26' 20""","-03??? 58' 17""",Cantabria
3904701,Ris,39,Cantabria,39047,Noja,"43??? 29' 35""","-03??? 31' 53""",Cantabria
3905201,Valdearenas,39,Cantabria,39052,Pielagos,"43??? 26' 57""","-03??? 58' 49""",Cantabria
3906102,Somo-Loredo,39,Cantabria,39061,Ribamonton al Mar,"43??? 27' 30""","-03??? 44' 33""",Cantabria
3907302,San Juan de la Canal,39,Cantabria,39073,Santa Cruz de Bezana,"43??? 28' 29""","-03??? 53' 31""",Cantabria
3907506,Sardinero,39,Cantabria,39075,Santander,"43??? 28' 36""","-03??? 47' 00""",Cantabria
3907511,La Magdalena,39,Cantabria,39075,Santander,"43??? 28' 04""","-03??? 46' 31""",Cantabria
3907902,San Martin,39,Cantabria,39079,Santo??a,"43??? 26' 27""","-03??? 26' 42""",Cantabria
3908004,El Sable de Meron,39,Cantabria,39080,San Vicente de la Barquera,"43??? 23' 38""","-04??? 22' 00""",Cantabria
3908503,La Concha,39,Cantabria,39085,Suances,"43??? 26' 10""","-04??? 02' 23""",Cantabria
3909101,Oyambre,39,Cantabria,39091,Valdaliga,"43??? 23' 37""","-04??? 19' 55""",Cantabria
3909504,Amio,39,Cantabria,39095,Val de San Vicente,"43??? 23' 45""","-04??? 28' 52""",Cantabria
4301202,Altafulla,43,Tarragona,43012,Altafulla,"41??? 08' 03""","1??? 22' 25""",Catalunya
4301313,L'Alguer,43,Tarragona,43013,L'Ametlla de Mar,"40??? 53' 08""","0??? 48' 22""",Catalunya
4301401,Els Eucaliptus,43,Tarragona,43014,Amposta,"40??? 39' 32""","0??? 47' 12""",Catalunya
4303703,Calafell,43,Tarragona,43037,Calafell,"41??? 11' 19""","1??? 34' 34""",Catalunya
4303804,Prat d'en Fores i Regueral,43,Tarragona,43038,Cambrils,"41??? 04' 04""","1??? 04' 13""",Catalunya
4303806,Vilafortuny-L'Esquirol,43,Tarragona,43038,Cambrils,"41??? 04' 20""","1??? 06' 15""",Catalunya
4305001,Creixell,43,Tarragona,43050,Creixell,"41??? 09' 26""","1??? 26' 19""",Catalunya
4305101,Cunit,43,Tarragona,43051,Cunit,"41??? 11' 40""","1??? 37' 59""",Catalunya
4309201,Peixerota,43,Tarragona,43092,Mont-roig del Camp,"41??? 03' 01""","1??? 00' 48""",Catalunya
4309211,Cristall,43,Tarragona,43092,Mont-roig del Camp,"41??? 00' 13""","0??? 56' 26""",Catalunya
4313105,Roda de Bara,43,Tarragona,43131,Roda de Bera,"41??? 10' 05""","1??? 28' 14""",Catalunya
4313601,El Garbi,43,Tarragona,43136,Sant Carles de la Rapita,"40??? 36' 57""","0??? 35' 39""",Catalunya
4314802,L'Arrabassada,43,Tarragona,43148,Tarragona,"41??? 07' 15""","1??? 16' 37""",Catalunya
4314808,La Mora,43,Tarragona,43148,Tarragona,"41??? 07' 44""","1??? 20' 50""",Catalunya
4315302,Barrio Maritimo/La Paella,43,Tarragona,43153,Torredembarra,"41??? 08' 42""","1??? 24' 50""",Catalunya
4316203,L'Arenal,43,Tarragona,43162,Vandellos i l'Hospitalet de l'Infant,"40??? 59' 16""","0??? 54' 54""",Catalunya
4316303,Coma Ruga,43,Tarragona,43163,El Vendrell,"41??? 10' 52""","1??? 31' 27""",Catalunya
4317101,La Pineda,43,Tarragona,43171,Vila-seca,"41??? 05' 19""","1??? 11' 32""",Catalunya
4390103,Riomar,43,Tarragona,43901,Deltebre,"40??? 43' 45""","0??? 50' 23""",Catalunya
4390502,Llevant,43,Tarragona,43905,Salou,"41??? 04' 32""","1??? 08' 25""",Catalunya
4390602,Cap Roig,43,Tarragona,43906,L'Ampolla,"40??? 49' 16""","0??? 43' 54""",Catalunya
4390606,D'Avellaners,43,Tarragona,43906,L'Ampolla,"40??? 48' 45""","0??? 42' 52""",Catalunya
4601301,El Port / Saplaya,46,Valencia,46013,Alboraya,"39??? 30' 35""","-00??? 19' 12""",Valencia
4604801,Bellreguard,46,Valencia,46048,Bellreguard,"38??? 58' 03""","-00??? 07' 50""",Valencia
4608201,Raco de Mar,46,Valencia,46082,Canet d'En Berenguer,"39??? 41' 05""","-00??? 12' 04""",Valencia
4610502,El Dossel,46,Valencia,46105,Cullera,"39??? 11' 55""","-00??? 13' 40""",Valencia
4610506,El Raco,46,Valencia,46105,Cullera,"39??? 10' 58""","-00??? 13' 17""",Valencia
4610507,Sant Antoni,46,Valencia,46105,Cullera,"39??? 09' 37""","-00??? 14' 22""",Valencia
4611302,Daimus,46,Valencia,46113,Daimus,"38??? 58' 43""","-00??? 08' 28""",Valencia
4613102,Norte de Gandia,46,Valencia,46131,Gandia,"39??? 00' 47""","-00??? 09' 19""",Valencia
4614301,Xeraco,46,Valencia,46143,Xeraco,"39??? 03' 36""","-00??? 11' 36""",Valencia
4618102,Pau-Pi,46,Valencia,46181,Oliva,"38??? 55' 48""","-00??? 05' 25""",Valencia
4618103,L'Aigua Blanca,46,Valencia,46181,Oliva,"38??? 55' 16""","-00??? 04' 48""",Valencia
4619501,Piles,46,Valencia,46195,Piles,"38??? 57' 07""","-00??? 06' 52""",Valencia
4619901,La Pobla de Farnals,46,Valencia,46199,la Pobla de Farnals,"39??? 33' 28""","-00??? 17' 18""",Valencia
4622001,Corint / Malvarrosa,46,Valencia,46220,Sagunto/Sagunt,"39??? 42' 33""","-00??? 11' 37""",Valencia
4622003,Port de Sagunt / Sagunt,46,Valencia,46220,Sagunto/Sagunt,"39??? 39' 31""","-00??? 12' 32""",Valencia
4623505,Mareny Blau,46,Valencia,46235,Sueca,"39??? 13' 45""","-00??? 14' 43""",Valencia
4623801,Tavernes,46,Valencia,46238,Tavernes de la Valldigna,"39??? 05' 50""","-00??? 13' 02""",Valencia
4625001,Playa de Levante / Malvarrosa,46,Valencia,46250,Valencia,"39??? 28' 20""","-00??? 19' 19""",Valencia
4625004,La Devesa,46,Valencia,46250,Valencia,"39??? 20' 22""","-00??? 18' 19""",Valencia
4801401,Muriola- La Cantera,48,Bizkaia,48014,Barrika,"43??? 24' 52""","-02??? 56' 45""",Euskadi
4802802,Ea,48,Bizkaia,48028,Ea,"43??? 23' 16""","-02??? 34' 55""",Euskadi
4804301,Gorlitz-Gorliz,48,Bizkaia,48043,Gorliz,"43??? 25' 52""","-02??? 56' 37""",Euskadi
4804401,Azkorri-Gorrondatxe,48,Bizkaia,48044,Getxo,"43??? 22' 86""","-03??? 00' 59""",Euskadi
4804402,Barinatxe-Salvaje,48,Bizkaia,48044,Getxo,"43??? 23' 06""","-03??? 00' 16""",Euskadi
4804801,Laida,48,Bizkaia,48048,Ibarrangelu,"43??? 24' 23""","-02??? 41' 34""",Euskadi
4804802,Laga,48,Bizkaia,48048,Ibarrangelu,"43??? 24' 38""","-02??? 39' 24""",Euskadi
4804901,Ogeia-Ispaster,48,Bizkaia,48049,Ispaster,"43??? 22' 28""","-02??? 32' 35""",Euskadi
4805601,Armintxekoalde,48,Bizkaia,48056,Lemoiz,"43??? 26' 08""","-02??? 54' 03""",Euskadi
4805701,Isuntza,48,Bizkaia,48057,Lekeitio,"43??? 21' 45""","-02??? 30' 01""",Euskadi
4806302,Karraspio,48,Bizkaia,48063,Mendexa,"43??? 21' 13""","-02??? 31' 12""",Euskadi
4806801,Laidatxu,48,Bizkaia,48068,Mundaka,"43??? 24' 23""","-02??? 41' 12""",Euskadi
4807101,Muskiz-La Arena,48,Bizkaia,48071,Muskiz,"43??? 21' 04""","-03??? 06' 57""",Euskadi
4807301,Arrigorri,48,Bizkaia,48073,Ondarroa,"43??? 19' 28""","-02??? 25' 01""",Euskadi
4807602,Tona,48,Bizkaia,48076,Sukarrieta,"43??? 23' 49""","-02??? 41' 34""",Euskadi
4807603,San Antonio De Abina,48,Bizkaia,48021,Busturia,"43??? 23' 49""","-02??? 41' 37""",Euskadi
4807701,Plentzia-Plencia,48,Bizkaia,48077,Plentzia,"43??? 24' 49""","-02??? 56' 45""",Euskadi
4808502,Atxabiribil-Arrietara,48,Bizkaia,48085,Sopela,"43??? 23' 24""","-02??? 59' 43""",Euskadi
5100104,Benitez,51,Ceuta,51001,Ceuta,"35??? 53' 39""","-05??? 20' 12""",Ceuta
5100108,La Ribera - El Chorrillo,51,Ceuta,51001,Ceuta,"35??? 53' 13""","-05??? 19' 12""",Ceuta
5200103,El Hipodromo,52,Melilla,52001,Melilla,"35??? 17' 04""","-02??? 56' 19""",Melilla
